timepoint,mean_asd,std_asd,mean_tdc,std_tdc,is_top_asd,is_top_tdc
28,7.202428e-06,1.9548298e-07,7.4252885e-06,8.969932e-07,False,False
29,7.496812e-06,5.5503716e-07,7.5215285e-06,1.136467e-06,False,False
30,7.2028038e-06,6.1183147e-07,7.907812e-06,6.9259715e-07,False,True
31,7.3380784e-06,5.1607566e-07,7.5084986e-06,4.820354e-07,False,False
32,7.4708987e-06,3.9879052e-07,7.622856e-06,7.106479e-07,False,False
33,7.29311e-06,5.050901e-07,7.4998825e-06,8.35545e-07,False,False
34,7.3106617e-06,4.5808832e-07,7.4181503e-06,7.1105876e-07,False,False
35,7.3434107e-06,4.279112e-07,7.279211e-06,1.0291088e-06,False,False
36,7.5220496e-06,5.0842414e-07,7.5751987e-06,8.046198e-07,False,False
37,7.5112025e-06,4.6218116e-07,7.786826e-06,6.320827e-07,False,True
38,6.8825175e-06,5.0757234e-07,7.369895e-06,7.867527e-07,False,False
39,7.5410658e-06,3.7158463e-07,7.705458e-06,6.5176346e-07,False,True
40,7.3503224e-06,4.217452e-07,7.4574323e-06,8.572405e-07,False,False
41,7.333787e-06,3.1374336e-07,7.627315e-06,1.0512448e-06,False,False
42,7.540224e-06,4.4037878e-07,7.4975396e-06,8.614323e-07,False,False
43,7.3772426e-06,5.892812e-07,7.348296e-06,7.8660105e-07,False,False
44,7.5671473e-06,4.2623978e-07,7.203522e-06,7.102648e-07,False,False
45,7.679481e-06,4.2116886e-07,7.2909693e-06,7.931187e-07,True,False
46,7.540334e-06,4.4325557e-07,7.268871e-06,8.326754e-07,False,False
47,7.743412e-06,6.016e-07,7.4079517e-06,6.1403534e-07,True,False
48,7.2283774e-06,2.802969e-07,7.687413e-06,6.569248e-07,False,True
49,7.301506e-06,4.831447e-07,7.44537e-06,5.2380335e-07,False,False
50,7.5591515e-06,8.905147e-07,7.244179e-06,9.3552757e-07,False,False
51,7.472059e-06,4.5044425e-07,7.3704696e-06,6.584494e-07,False,False
52,7.267862e-06,3.898124e-07,7.661018e-06,8.553843e-07,False,True
53,7.4895484e-06,6.0225955e-07,7.047501e-06,8.6824645e-07,False,False
54,7.785587e-06,6.316743e-07,7.497651e-06,8.0965094e-07,True,False
55,7.525929e-06,6.855491e-07,7.645114e-06,8.81386e-07,False,True
56,7.4965565e-06,6.155976e-07,7.3178426e-06,7.581703e-07,False,False
57,7.665442e-06,5.957601e-07,7.375454e-06,8.6360654e-07,True,False
58,7.636998e-06,4.4924494e-07,7.895303e-06,9.686853e-07,True,True
59,7.536313e-06,4.396192e-07,7.30247e-06,1.0176695e-06,False,False
60,7.425886e-06,8.2001105e-07,7.5232247e-06,6.7693145e-07,False,False
61,7.3912574e-06,2.135291e-07,7.2760895e-06,7.0069456e-07,False,False
62,7.693965e-06,5.515614e-07,7.679887e-06,7.733809e-07,True,True
63,7.5865114e-06,2.634106e-07,7.845395e-06,1.0245759e-06,False,True
64,7.78854e-06,7.723116e-07,7.1564705e-06,6.6314436e-07,True,False
65,7.772776e-06,6.518031e-07,7.433994e-06,4.5337472e-07,True,False
66,7.4539726e-06,6.245164e-07,7.5846738e-06,6.191153e-07,False,False
67,7.353262e-06,1.5101632e-07,7.355954e-06,9.89698e-07,False,False
68,7.4864647e-06,6.187572e-07,7.4847767e-06,4.7069915e-07,False,False
69,7.482977e-06,6.192561e-07,7.1963645e-06,9.993827e-07,False,False
70,7.6638025e-06,4.0152472e-07,7.475578e-06,9.45191e-07,True,False
71,7.720631e-06,4.6240285e-07,7.716986e-06,1.241353e-06,True,True
72,7.646566e-06,7.6242617e-07,7.5312855e-06,5.0819756e-07,True,False
73,7.5077646e-06,4.1213764e-07,7.271109e-06,6.1489055e-07,False,False
74,7.3416245e-06,5.3462554e-07,7.4844756e-06,8.859624e-07,False,False
75,7.5089238e-06,5.306508e-07,7.5827834e-06,7.634533e-07,False,False
76,7.5791513e-06,5.0553064e-07,7.396263e-06,9.2689237e-07,False,False
77,7.4752593e-06,5.2631907e-07,7.3996316e-06,7.2187595e-07,False,False
